Country Name,Code,Year,Coal electricity per capita (kWh),Gas electricity per capita (kWh),Oil electricity per capita (kWh),Nuclear electricity per capita (kWh),Hydro electricity per capita (kWh),Wind electricity per capita (kWh),Solar electricity per capita (kWh),Other renewable electricity including bioenergy per capita (kWh),,Coal %,Gas %,Oil %,Nuclear %,Hydro %,Wind %,Solar %,Other renewable %
Myanmar,MMR,2020,13.29010582,138.1422424,72.44043732,0,205.9030609,0,0.374369174,4.866799355,435.017015,3.055077241,31.75559522,16.65232274,0,47.33218559,0,0.086058513,1.118760689
Philippines,PHL,1985,,,,0,101.3087158,0,0,108.4089127,209.7176285,0,0,0,0,48.30720076,0,0,51.69279924
Philippines,PHL,1986,,,,0,107.2360916,0,0,99.32837677,206.5644684,0,0,0,0,51.91410336,0,0,48.08589664
Philippines,PHL,1987,,,,0,91.38698578,0,0,85.27308655,176.6600723,0,0,0,0,51.73041343,0,0,48.26958657
Philippines,PHL,1988,,,,0,106.6105347,0,0,88.89163971,195.5021744,0,0,0,0,54.53163629,0,0,45.46836371
Philippines,PHL,1989,,,,0,107.8544083,0,0,94.82640076,202.680809,0,0,0,0,53.21392232,0,0,46.78607768
Philippines,PHL,1990,,,,0,98.47478485,0,0,95.77429199,194.2490768,0,0,0,0,50.69511086,0,0,49.30488914
Philippines,PHL,1991,,,,0,81.61516571,0,0,91.33919525,172.954361,0,0,0,0,47.18884523,0,0,52.81115477
Philippines,PHL,1992,,,,0,68.79078674,0,0,88.3125,157.1032867,0,0,0,0,43.78698127,0,0,56.21301873
Philippines,PHL,1993,,,,0,76.11602783,0,0,85.75537109,161.8713989,0,0,0,0,47.02253044,0,0,52.97746956
Philippines,PHL,1994,,,,0,86.65151978,0,0,93.42163086,180.0731506,0,0,0,0,48.12017753,0,0,51.87982247
Philippines,PHL,1995,,,,0,89.99216461,0,0,88.59145355,178.5836182,0,0,0,0,50.39217233,0,0,49.60782767
Philippines,PHL,1996,,,,0,99.09088898,0,0,92.09955597,191.1904449,0,0,0,0,51.82836883,0,0,48.17163117
Philippines,PHL,1997,,,,0,83.45843506,0,0,99.52030182,182.9787369,0,0,0,0,45.61100185,0,0,54.38899815
Philippines,PHL,1998,,,,0,68.00737,0,0,119.6639709,187.6713409,0,0,0,0,36.23748285,0,0,63.76251715
Philippines,PHL,1999,,,,0,102.8209381,0,0,138.9394073,241.7603455,0,0,0,0,42.53010886,0,0,57.46989114
Philippines,PHL,2000,162.9077606,23.08928871,125.5800781,0,100.0407562,0,0,149.1311646,560.7490482,29.05181224,4.117579652,22.39505863,0,17.84055747,0,0,26.59499201
Philippines,PHL,2001,169.4168396,47.97422791,130.6104584,0,89.21698761,0,0,131.1379242,568.3564377,29.8082028,8.440869976,22.98037811,0,15.69736554,0,0,23.07318357
Philippines,PHL,2002,142.9527893,107.0300598,110.4747009,0,86.52178192,0,0,126.0062714,572.9856033,24.94875761,18.67936283,19.28053694,0,15.10016681,0,0,21.9911758
Philippines,PHL,2003,157.940094,118.1536636,122.2528687,0,94.88245392,0,0,118.4242477,611.6533279,25.82183187,19.31709651,19.98728088,0,15.51245609,0,0,19.36133465
Philippines,PHL,2004,163.1061096,121.9749985,126.5845108,0,101.5593262,0,0,121.5205536,634.7454987,25.69630032,19.21636289,19.9425614,0,16.00000731,0,0,19.14476808
Philippines,PHL,2005,162.645462,121.7232513,132.2725983,0,97.2252655,0.202512726,0.017586112,114.7959595,628.8826355,25.86260979,19.35547978,21.03295445,0,15.4600016,0.03220199,0.002796406,18.25395598
Philippines,PHL,2006,157.7896576,109.8953247,120.4753036,0,113.0740128,0.605618775,0.015653826,119.0564346,620.9120059,25.41256347,17.69901752,19.40295928,0,18.21095609,0.097536973,0.002521102,19.17444557
Philippines,PHL,2007,173.6239471,121.0343246,132.8697662,0,95.615242,0.645836413,0.014615675,114.0523911,637.8561232,27.21992325,18.97517642,20.83067974,0,14.9900955,0.101251111,0.002291375,17.88058261
Philippines,PHL,2008,167.2286072,116.4901733,129.8597107,0,107.8606415,0.672706127,0.014290046,117.5069199,639.6330487,26.14446009,18.21203166,20.3022203,0,16.86289376,0.105170633,0.002234101,18.37098944
Philippines,PHL,2009,168.9135437,117.8091278,133.4094238,0,105.3027191,0.693169594,0.013470049,111.2199631,637.3614172,26.50200328,18.4838813,20.93151864,0,16.52166515,0.108756127,0.002113408,17.4500621
Philippines,PHL,2010,206.2624664,132.6123962,152.5834961,0,82.45642853,0.652146578,0.013250673,105.2067642,679.7869488,30.34222219,19.50793502,22.44578193,0,12.12974575,0.095933966,0.001949239,15.4764319
Philippines,PHL,2011,207.1873627,125.7033691,145.1141968,0,100.6616364,0.915568948,0.012580717,104.399231,683.9939456,30.29081822,18.37784822,21.21571364,0,14.71674377,0.133856294,0.001839302,15.26318056
Philippines,PHL,2012,214.3170776,130.0591431,151.9906921,0,104.5791245,0.768511832,0.013464947,106.4221344,708.1501485,30.26435539,18.3660405,21.46306012,0,14.76793088,0.108523854,0.001901425,15.02818783
Philippines,PHL,2013,232.3969421,123.2696686,162.8884888,0,100.4944534,0.658524811,0.014182531,98.46098328,718.1832435,32.35900367,17.164097,22.68063064,0,13.99287081,0.091693146,0.001974779,13.70972996
Philippines,PHL,2014,237.4532471,124.0559921,167.3818359,0,90.1776886,1.500633478,0.163009778,103.6643524,724.3967594,32.77944634,17.12542064,23.10637558,0,12.44865986,0.207156294,0.022502831,14.31043845
Philippines,PHL,2015,263.0267029,122.1958084,169.0747223,0,84.10136414,7.263943195,1.344580889,110.7541428,757.7612646,34.71102512,16.12589797,22.31239972,0,11.09866235,0.958605769,0.177441227,14.61596784
Philippines,PHL,2016,309.4151917,135.9710388,167.8183899,0,77.33867645,9.298846245,10.4601965,112.4794159,822.7817554,37.60598599,16.52577223,20.39646465,0,9.399658651,1.130171663,1.271320909,13.67062592
Philippines,PHL,2017,323.500885,133.8786011,167.7932587,0,90.04061127,10.24520683,11.25322247,105.7090454,842.4208307,38.40133971,15.89212852,19.91798547,0,10.68831729,1.216162571,1.335819587,12.54824686
Philippines,PHL,2018,352.3110657,133.8321533,172.1488647,0,86.431427,10.61928177,11.5052948,106.29319,873.1412773,40.34983511,15.32766309,19.71603785,0,9.898905165,1.216215754,1.317689943,12.17365308
Philippines,PHL,2019,406.6830444,131.6352081,170.7724609,0,72.70732117,9.436966896,11.28893757,106.2788696,908.8028088,44.74931641,14.48446317,18.79092574,0,8.000340719,1.038395437,1.242176791,11.69438173
Philippines,PHL,2020,389.960022,120.6870575,154.2013245,0,64.10514069,9.149131775,12.23453045,107.1194,857.4566069,45.47868882,14.07500467,17.98357179,0,7.476196483,1.067008138,1.426839603,12.49269049
Philippines,PHL,2021,416.6654358,114.5939713,156.1287994,0,81.93990326,10.93153763,12.82890701,94.81962585,887.9081802,46.92663555,12.90606099,17.58389019,0,9.228420808,1.231156315,1.444846134,10.67899001
Singapore,SGP,1985,,,,0,0,0,0,0,0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
Singapore,SGP,1986,,,,0,0,0,0,30.91204643,30.91204643,0,0,0,0,0,0,0,100
Singapore,SGP,1987,,,,0,0,0,0,30.19807434,30.19807434,0,0,0,0,0,0,0,100
Singapore,SGP,1988,,,,0,0,0,0,29.50867271,29.50867271,0,0,0,0,0,0,0,100
Singapore,SGP,1989,,,,0,0,0,0,28.85564995,28.85564995,0,0,0,0,0,0,0,100
Singapore,SGP,1990,,,,0,0,0,0,28.12504005,28.12504005,0,0,0,0,0,0,0,100
Singapore,SGP,1991,,,,0,0,0,0,78.50986481,78.50986481,0,0,0,0,0,0,0,100
Singapore,SGP,1992,,,,0,0,0,0,75.89289093,75.89289093,0,0,0,0,0,0,0,100
Singapore,SGP,1993,,,,0,0,0,0,73.48235321,73.48235321,0,0,0,0,0,0,0,100
Singapore,SGP,1994,,,,0,0,0,0,71.24959564,71.24959564,0,0,0,0,0,0,0,100
Singapore,SGP,1995,,,,0,0,0,0,69.13330841,69.13330841,0,0,0,0,0,0,0,100
Singapore,SGP,1996,,,,0,0,0,0,67.08827209,67.08827209,0,0,0,0,0,0,0,100
Singapore,SGP,1997,,,,0,0,0,0,65.14833069,65.14833069,0,0,0,0,0,0,0,100
Singapore,SGP,1998,,,,0,0,0,0,63.36814499,63.36814499,0,0,0,0,0,0,0,100
Singapore,SGP,1999,,,,0,0,0,0,61.76753616,61.76753616,0,0,0,0,0,0,0,100
Singapore,SGP,2000,0,3544.995361,3609.135742,0,0,0,0,60.44007111,7214.571175,0,49.13660529,50.0256447,0,0,0,0,0.837750015
Singapore,SGP,2001,0,4299.571289,3477.023682,0,0,0,0,114.7684708,7891.363441,0,54.48451742,44.06112717,0,0,0,0,1.454355405
Singapore,SGP,2002,0,4697.377441,3330.301514,0,0,0,0,113.2446136,8140.923569,0,57.70079281,40.90815355,0,0,0,0,1.39105364
Singapore,SGP,2003,0,4734.506836,3357.453613,0,0,0,0,117.1204834,8209.080933,0,57.67401826,40.89926316,0,0,0,0,1.426718586
Singapore,SGP,2004,0,4784.087402,3542.987793,0,0,0,0,112.1672974,8439.242493,0,56.68858794,41.98229635,0,0,0,0,1.329115705
Singapore,SGP,2005,0,5178.789063,3300.614746,0,0,0,0,109.9419556,8589.345764,0,60.29317255,38.4268469,0,0,0,0,1.279980555
Singapore,SGP,2006,0,5324.76709,3151.620361,0,0,0,0,105.5959549,8581.983406,0,62.04587958,36.72368277,0,0,0,0,1.230437649
Singapore,SGP,2007,0,5714.883789,2785.60376,0,0,0,0,105.8506241,8606.338173,0,66.40319813,32.3668871,0,0,0,0,1.229914767
Singapore,SGP,2008,0,5766.364258,2554.561279,0,0,0,0.061383877,107.6558533,8428.642774,0,68.41391209,30.30809761,0,0,0,0.000728277,1.277262024
Singapore,SGP,2009,0,5653.893066,2402.854492,0,0,0,0.318517923,105.1911621,8162.257239,0,69.26874394,29.43860285,0,0,0,0.003902326,1.288750881
Singapore,SGP,2010,0,5821.536621,2449.848145,0,0,0,0.597646773,113.7113495,8385.693762,0,69.42224205,29.21461496,0,0,0,0.007126981,1.356016004
Singapore,SGP,2011,0,5809.119629,2393.326904,0,0,0,0.926846206,114.5889969,8317.962376,0,69.83825324,28.77299507,0,0,0,0.011142707,1.377608983
Singapore,SGP,2012,0,6167.994629,2044.228638,0,0,0,1.522578597,118.1403275,8331.886173,0,74.02879133,24.53500438,0,0,0,0.018274117,1.417930166
Singapore,SGP,2013,0,7327.407715,890.8258057,0,0,0,2.292051077,128.8253021,8349.350874,0,87.76020826,10.66940196,0,0,0,0.027451848,1.542937937
Singapore,SGP,2014,0,7929.262695,369.8049011,0,0,0,4.87083292,133.1029205,8437.04135,0,93.98155546,4.383111162,0,0,0,0.057731528,1.577601851
Singapore,SGP,2015,0,7998.20166,334.512085,0,0,0,8.625279427,143.7669373,8485.105962,0,94.26165915,3.942344226,0,0,0,0.101651994,1.69434463
Singapore,SGP,2016,0,8182.864746,248.6022186,0,0,0,15.49196911,140.3247681,8587.283702,0,95.29049034,2.895004139,0,0,0,0.180405931,1.634099594
Singapore,SGP,2017,0,8162.041504,303.5828552,0,0,0,21.30041313,134.4209595,8621.345732,0,94.67247641,3.521293133,0,0,0,0.247065989,1.55916447
Singapore,SGP,2018,0,8236.244141,259.6936646,0,0,0,23.24553108,131.1356812,8650.319017,0,95.21318375,3.002128176,0,0,0,0.268724553,1.515963526
Singapore,SGP,2019,0,8342.413086,262.5115662,0,0,0,33.17515564,129.5983734,8767.698181,0,95.14940995,2.994076219,0,0,0,0.378379307,1.47813452
Singapore,SGP,2020,0,8083.083008,253.8125153,0,0,0,49.93475342,115.8787994,8502.709076,0,95.06479565,2.985078203,0,0,0,0.587280512,1.362845634
Singapore,SGP,2021,0,8466.498047,265.9456787,0,0,0,66.78849792,127.7962265,8927.02845,0,94.84116797,2.979106432,0,0,0,0.748160469,1.431565131
Thailand,THA,1985,105.0105286,210.8116302,66.24996185,0,72.95197296,0,0,0,455.0240936,23.078015,46.32977313,14.5596602,0,16.03255168,0,0,0
Thailand,THA,1986,107.5097885,198.8997345,64.90073395,0,107.3239288,0,0,0,478.6341858,22.46178641,41.55568917,13.55956926,0,22.42295515,0,0,0
Thailand,THA,1987,127.631752,297.7115784,41.74588394,0,77.29217529,0,0,0.09375146,544.4751411,23.44124504,54.67863561,7.667179049,0,14.19572162,0,0,0.017218685
Thailand,THA,1988,127.305336,350.4876404,58.89241028,0,69.61436462,0,0,0.565239847,606.8649911,20.97753831,57.75380777,9.704367716,0,11.47114525,0,0,0.093140955
Thailand,THA,1989,144.8635559,353.3381958,87.5355072,0,101.4691238,0,0,0.397061974,687.6034447,21.0678927,51.38691473,12.73052191,0,14.75692488,0,0,0.05774578
Thailand,THA,1990,200.1297913,321.6652527,187.7562714,0,88.72444153,0,0,0.452828556,798.7285854,25.05604468,40.27215985,23.50689268,0,11.10820912,0,0,0.056693671
Thailand,THA,1991,245.7264099,339.5941162,227.254776,0,80.30945587,0,0,0.528824747,893.4135827,27.50421693,38.01085217,25.43668245,0,8.989056963,0,0,0.059191483
Thailand,THA,1992,260.1914978,402.9405823,265.0249329,0,73.04199982,0,0,0.366374403,1001.565387,25.9784834,40.23108101,26.46107146,0,7.292783951,0,0,0.036580178
Thailand,THA,1993,233.7256775,483.8189087,315.675354,0,62.52589417,0,0,0.509363055,1096.255197,21.32037121,44.13378471,28.79579087,0,5.703589302,0,0,0.046463912
Thailand,THA,1994,241.1005859,537.1914673,358.8526001,0,75.13395691,0,0,0.866124034,1213.144734,19.87401661,44.280905,29.58036168,0,6.193321768,0,0,0.071394946
Thailand,THA,1995,255.1982117,569.8503418,403.4183655,0,110.9470596,0,0,2.402178288,1341.816157,19.01886561,42.4685855,30.06509971,0,8.268424781,0,0,0.179024397
Thailand,THA,1996,291.9739685,605.0935059,424.4415588,0,119.8284378,0,0,3.43991065,1444.777382,20.20892438,41.88143541,29.37764421,0,8.293903222,0,0,0.238092781
Thailand,THA,1997,311.95401,730.8464966,355.9126282,0,116.1191025,0,0,4.484411716,1519.316649,20.532521,48.10363245,23.42583611,0,7.642850656,0,0,0.295159782
Thailand,THA,1998,268.6925354,793.9259644,299.9920349,0,82.4164505,0,0,5.012713909,1450.039699,18.53001236,54.75201575,20.68853943,0,5.683737525,0,0,0.345694943
Thailand,THA,1999,266.3755493,861.6616211,254.4187927,0,54.60479355,0,0,7.165507317,1444.226264,18.44417014,59.66250875,17.61626963,0,3.780902959,0,0,0.496148526
Thailand,THA,2000,288.5415955,968.7307739,154.1127167,0,93.41622925,0,0,8.35461998,1513.155935,19.06886057,64.02055144,10.1848536,0,6.173602275,0,0,0.552132122
Thailand,THA,2001,318.8698425,1119.071533,41.91718292,0,97.00480652,0,0,9.757878304,1586.621243,20.09741416,70.53173767,2.641914893,0,6.11392334,0,0,0.615009937
Thailand,THA,2002,300.3851318,1228.699463,33.01593018,0,114.7095108,0,0,11.71553993,1688.525576,17.78978869,72.76759562,1.955311228,0,6.793471918,0,0,0.693832543
Thailand,THA,2003,297.9667358,1322.813354,38.74178314,0,111.2703552,0,0,19.01128769,1789.803516,16.64801377,73.90830012,2.164583028,0,6.216903375,0,0,1.062199706
Thailand,THA,2004,312.4194946,1382.444458,87.2840271,0,90.2800293,0,0,28.2021904,1900.630199,16.43767918,72.73610923,4.592372947,0,4.750004989,0,0,1.483833647
Thailand,THA,2005,313.1856689,1435.21228,118.7585678,0,86.1601944,0,0,28.20160484,1981.518316,15.80533808,72.42992752,5.993311636,0,4.348190662,0,0,1.423232105
Thailand,THA,2006,368.9468384,1423.991699,118.8995514,0,119.8749466,0.001975285,0.550064206,29.99987984,2062.264955,17.89037037,69.04989079,5.765483776,0,5.812781055,9.57823E-05,0.026672819,1.454705409
Thailand,THA,2007,462.1070251,1470.121826,44.81452179,0,119.134285,0.005895842,0.580007255,36.20510864,2132.96867,21.66497013,68.92374215,2.101039852,0,5.58537435,0.000276415,0.027192488,1.697404615
Thailand,THA,2008,458.0194092,1551.472656,15.05111504,0,103.235878,0.007158957,0.577469409,31.77992439,2160.143611,21.20319255,71.82266254,0.696764556,0,4.779121048,0.000331411,0.026732917,1.471194981
Thailand,THA,2009,439.5584412,1568.169556,7.274375439,0,102.7187805,0.014746293,0.654735386,33.21304703,2151.603681,20.42934045,72.88375499,0.338090862,0,4.774056737,0.000685363,0.030430111,1.543641485
Thailand,THA,2010,435.9717407,1734.83667,8.787032127,0,78.31719208,0.057477251,0.85424906,49.29822159,2308.122583,18.88858694,75.16224151,0.38070041,0,3.393112336,0.002490217,0.037010559,2.135858033
Thailand,THA,2011,461.5109253,1575.561523,19.36857605,0,115.479454,0.072766595,1.374415398,57.90834808,2231.276009,20.68372194,70.6125785,0.868049312,0,5.175489432,0.00326121,0.061597731,2.595301874
Thailand,THA,2012,500.0592041,1726.049561,19.70469284,0,121.9141083,0.24840571,7.207871914,67.90925598,2443.093099,20.46828278,70.65017543,0.806546948,0,4.99015401,0.010167673,0.295030587,2.779642577
Thailand,THA,2013,508.0899963,1713.427612,20.37383652,0,77.78374481,5.049023628,18.0727272,80.86367798,2423.660619,20.96374354,70.69585564,0.840622501,0,3.209349701,0.208322221,0.745678956,3.336427442
Thailand,THA,2014,537.0413208,1719.733276,23.85653114,0,73.8065033,5.660301208,27.63649178,96.01732635,2483.751751,21.62218187,69.23933826,0.960503848,0,2.971573277,0.227893194,1.112691386,3.865818165
Thailand,THA,2015,491.9610291,1828.38147,13.12499905,0,53.49974442,4.666089535,33.82915115,104.3729172,2529.8354,19.44636513,72.27274429,0.518808419,0,2.114751988,0.184442416,1.337207597,4.12568016
Thailand,THA,2016,525.5447388,1786.643433,6.961020947,0,50.18024063,4.886198997,47.8280983,124.8684998,2546.91223,20.63458381,70.14939155,0.273312165,0,1.970238316,0.191847954,1.877885611,4.902740592
Thailand,THA,2017,503.9964905,1707.295166,4.658784389,0,66.11148834,15.64214325,64.07778168,131.0832825,2492.865137,20.21755943,68.48726555,0.186884734,0,2.652028277,0.627476514,2.570447183,5.258338309
Thailand,THA,2018,503.2690735,1634.595215,2.491270065,0,106.8079147,23.07114601,63.78658295,165.1426392,2499.163841,20.1374982,65.40568441,0.099684143,0,4.273746001,0.923154602,2.552316975,6.607915673
Thailand,THA,2019,502.4028015,1708.658447,15.7739048,0,88.48907471,51.46704483,72.16604614,176.5259552,2615.483274,19.20879428,65.32859391,0.603097139,0,3.383278172,1.967783367,2.759185916,6.749267217
Thailand,THA,2020,515.1847534,1592.977905,10.09519863,0,63.51599121,51.48682022,72.19377899,163.7069092,2469.161357,20.86476657,64.51493746,0.408851313,0,2.572371021,2.085194638,2.923817789,6.630061204
Thailand,THA,2021,503.6881104,1579.76416,10.00504208,0,63.40673447,51.25619507,73.21754456,181.3175354,2462.655322,20.45304943,64.14881311,0.406270499,0,2.574730369,2.08133857,2.973113773,7.362684245
Vietnam,VNM,1985,38.52113724,1.203785539,20.33060074,0,24.69432259,0,0,0,84.7498461,45.45275185,1.420398495,23.98895299,0,29.13789667,0,0,0
Vietnam,VNM,1986,43.40006638,1.078059554,22.81892586,0,22.98226929,0,0,0,90.27932107,48.07309787,1.194137862,25.27591655,0,25.45684772,0,0,0
Vietnam,VNM,1987,48.93759155,1.053794861,24.52467918,0,22.09775734,0,0,0,96.61382294,50.65278452,1.090728872,25.3842343,0,22.8722523,0,0,0
Vietnam,VNM,1988,53.71850586,0.999414146,23.26760864,0,27.96797943,0,0,0,105.9535081,50.70007292,0.943257249,21.960206,0,26.39646382,0,0,0
Vietnam,VNM,1989,41.63970947,0.580450773,18.05507469,0,58.62553024,0,0,0,118.9007652,35.02055635,0.488180856,15.18499453,0,49.30626826,0,0,0
Vietnam,VNM,1990,29.90467262,0.08966919,19.50304794,0,80.23897552,0,0,0,129.7363653,23.05033948,0.069116466,15.03283054,0,61.84771352,0,0,0
Vietnam,VNM,1991,19.98278999,0.512004137,21.82600403,0,92.40942383,0,0,0,134.730222,14.83170568,0.380021742,16.19978332,0,68.58848925,0,0,0
Vietnam,VNM,1992,12.19394207,0.08597374,23.2129097,0,103.5697021,0,0,0,139.0625277,8.7686757,0.0618238,16.69242613,0,74.47707437,0,0,0
Vietnam,VNM,1993,8.949594498,0.196694389,28.74547958,0,111.9050598,0,0,0,149.7968283,5.974488646,0.131307446,19.18964501,0,74.7045589,0,0,0
Vietnam,VNM,1994,14.772192,0.05517159,27.17200661,0,127.4877396,0,0,0,169.4871098,8.715820349,0.032552086,16.03190157,0,75.219726,0,0,0
Vietnam,VNM,1995,27.42712021,10.14111996,17.55715179,0,143.4670105,0,0,0,198.5924025,13.81076006,5.106499459,8.84079732,0,72.24194316,0,0,0
Vietnam,VNM,1996,31.7026329,14.63711739,19.52060318,0,160.2210541,0,0,0,226.0814075,14.02266257,6.474268514,8.634324862,0,70.86874406,0,0,0
Vietnam,VNM,1997,43.71629333,25.94052505,28.62266731,0,153.2633972,0,0,0,251.5428829,17.37926068,10.3125657,11.37884204,0,60.92933159,0,0,0
Vietnam,VNM,1998,45.11955261,44.56203842,47.66077042,0,143.8509827,0,0,0,281.1933441,16.0457399,15.84747269,16.94946606,0,51.15732135,0,0,0
Vietnam,VNM,1999,37.31261444,46.02956009,41.90789032,0,176.3101044,0,0,0,301.5601692,12.37319058,15.26380629,13.89702441,0,58.46597872,0,0,0
Vietnam,VNM,2000,39.68297195,55.13843918,57.20170593,0,184.1872101,0,0,0,336.2103271,11.80301994,16.3999838,17.01366713,0,54.78332913,0,0,0
Vietnam,VNM,2001,40.31683731,55.41372681,59.59826279,0,228.1446838,0,0,0,383.4735107,10.51359121,14.45047057,15.54168961,0,59.49424861,0,0,0
Vietnam,VNM,2002,60.48933792,103.345253,54.38833237,0,225.6631927,0,0,0,443.886116,13.62722008,23.28192959,12.25276719,0,50.83808315,0,0,0
Vietnam,VNM,2003,88.82390594,147.822998,32.62317657,0,233.0262146,0,0,0,502.2962952,17.68356781,29.42944224,6.494807326,0,46.39218263,0,0,0
Vietnam,VNM,2004,87.14484406,237.3066254,20.47108078,0,216.4710846,0,0,0,561.3936348,15.52294837,42.27098611,3.646475398,0,38.55959013,0,0,0
Vietnam,VNM,2005,132.3878021,268.4440308,26.06381416,0,198.8763885,0,0,0.60138005,626.3734156,21.13560359,42.85686845,4.161066468,0,31.75045166,0,0,0.09600983
Vietnam,VNM,2006,145.7383881,291.8579712,16.72388268,0,234.7894897,0,0,0.774253726,689.8839854,21.12505742,42.3053698,2.424158703,0,34.03318452,0,0,0.112229555
Vietnam,VNM,2007,145.7841949,314.0312195,31.33469582,0,264.7050476,0,0,0.932018459,756.7871763,19.2635657,41.49531458,4.140489796,0,34.97747529,0,0,0.123154632
Vietnam,VNM,2008,143.5595551,362.8855591,18.33003235,0,303.5612183,0.019860456,0,0.64254415,828.9987694,17.31722173,43.77395631,2.211104893,0,36.61781289,0.002395716,0,0.077508456
Vietnam,VNM,2009,143.9521179,420.4067078,20.63991356,0,346.6233521,0.134130538,0,0.716904581,932.4731264,15.43766934,45.08512855,2.213459345,0,37.17247631,0.014384386,0,0.076882063
Vietnam,VNM,2010,181.6475983,511.217041,28.96660042,0,326.324646,0.465616375,0.067451455,0.629211307,1049.318165,17.31101246,48.71897372,2.760516437,0,31.0987322,0.044373231,0.006428122,0.059963825
Vietnam,VNM,2011,225.7146912,448.7894897,8.249806404,0,464.9245911,0.460672468,0.066735253,0.633849084,1148.839835,19.6471853,39.0645829,0.718098916,0,40.46905207,0.040098929,0.005808926,0.055172972
Vietnam,VNM,2012,237.9695892,452.1993408,1.175794363,0,596.9157715,0.4557603,0.066023655,0.638288379,1289.420568,18.45554469,35.06996491,0.091187809,0,46.29333409,0.035346132,0.005120413,0.049501954
Vietnam,VNM,2013,266.1340942,462.5049133,8.074457169,0,640.5354614,0.763284922,0.065316804,0.642533004,1378.720061,19.30298266,33.54596241,0.585648777,0,46.45870323,0.055361849,0.004737496,0.046603587
Vietnam,VNM,2014,382.1846008,475.493866,7.669256687,0,681.3677979,0.755188465,0.073096544,0.64667809,1548.190484,24.68589006,30.71287873,0.495369062,0,44.01059202,0.048778782,0.004721418,0.041769931
Vietnam,VNM,2015,571.7601318,511.0422363,7.589736938,0,620.1320801,1.91666472,0.072338633,0.75928992,1713.272478,33.37239926,29.82842734,0.44299649,0,36.195765,0.111871564,0.004222249,0.044318106
Vietnam,VNM,2016,686.9578247,489.2248535,19.00532532,0,689.0302734,2.158353806,0.056804437,0.730189383,1887.163625,36.40160375,25.92381748,1.007084127,0,36.51142193,0.114370253,0.003010043,0.038692426
Vietnam,VNM,2017,665.8616333,424.9086609,10.53991222,0,931.5767212,3.722095728,0.084991403,0.813054562,2037.507069,32.68021217,20.85434045,0.517294511,0,45.72139823,0.182678911,0.004171343,0.03990438
Vietnam,VNM,2018,883.3756104,420.552887,2.236753941,0,890.1605835,5.130942822,1.106176496,1.329725504,2203.89268,40.08251484,19.08227614,0.101491055,0,40.39037798,0.232812735,0.05019194,0.060335311
Vietnam,VNM,2019,1160.824951,440.4482727,14.78438759,0,694.7617798,7.538366795,54.83368301,1.3177526,2374.509194,48.8869428,18.54902368,0.6226292,0,29.25917413,0.317470525,2.309263875,0.055495788
Vietnam,VNM,2020,1187.445068,351.2905884,12.94999599,0,759.2654419,11.11023903,112.3657303,1.305863738,2435.732928,48.75103731,14.42237712,0.531667321,0,31.17194965,0.456135355,4.613220481,0.053612764
Vietnam,VNM,2021,1170.877686,269.0467834,2.161886454,0,778.7115479,24.53741074,264.3987122,1.621414781,2511.355441,46.62333601,10.71321005,0.086084447,0,31.00761984,0.977058458,10.52812787,0.064563333
